bn,name,acronyms,created_at,is_latest,alternatives
129380291RR0001,Beth Tikvah Foundation Of Hamilton,BETHTIKVAHHAMILTON,2025-10-31 13:38:23,1,
129462537RR0001,Conseil Régional De L'environnement Et Du Développement Durable Du Saguenay-Lac-Saint-Jean,CREDD,2025-10-31 13:55:07,1,
129482493RR0001,Victorian Order Of Nurses For Canada - Les Infirmières De L'ordre De Victoria Du Canada,VON,2025-10-31 13:55:07,1,VON Canada
129539201RR0001,Unitarian Church Of Edmonton,UCE,2025-10-31 13:55:07,1,
129569448RR0001,Le Centre D'action Bénévole De St-Jean-Sur-Richelieu Inc.,CAB,2025-10-31 13:28:02,1,Centre d'action bénévole de Saint-Jean-sur-Richelieu
129645446RR0001,Our Savior Lutheran Church Of Edmonton,OSLC,2025-10-31 13:32:56,1,Our Savior Lutheran Church of Edmonton
130091135RR0052,St-Jude's Parish,BLESSEDELIZABETH,2025-10-31 13:35:06,1,
130113798RR0001,"All Saints Anglican Church,",ALLSAINTSMEDICINEHAT,2025-10-31 13:38:23,1,All Saints Medicine Hat
784982480RR0001,"The Redeemed Christian Church Of God, Inspiration House",RCCG,2025-10-31 14:00:09,1,RCCG Woodstock
797446408RR0001,"Central Tagalog Congregation Of Jehovah's Witnesses, Guelph, Ontario",JW,2025-10-31 13:55:07,1,
871068938RR0001,Dawson City Arts Society,KIAC,2025-10-21 10:47:22,1,Klondike Institute of Art and Culture
897201745RR0001,David L. Squires Foundation,ITICANADA,2025-10-21 10:47:22,1,
892079849RR0001,Delta Naturalists Society,DNCB,2025-10-21 10:47:22,1,
871153185RR0001,Delta United Church,DUC,2025-10-21 10:47:22,1,
118887942RR0001,Down Syndrome Association Of Toronto,DSAT,2025-10-21 10:47:22,1,
122341340RR0001,Diocesan Synod Of Nova Scotia And Prince Edward Island,NSPEIDIOCESE,2025-10-21 10:47:22,1,The Diocese
107033631RR0001,Douglas Baptist Church Inc.,DBC,2025-10-21 10:47:22,1,
135275857RR0001,Doctors Without Borders Canada Medecins Sans Frontieres Canada,MSF,2025-10-21 10:47:22,1,MSF Canada
897837829RR0001,Emmanuel Hospital Association (Canada) Inc.,EHACANADA,2025-10-21 10:47:22,1,
129696274RR0001,Ensemble Contemporain De Montreal,ECM+,2025-10-21 10:47:22,1,
107302937RR0001,Emmanuel Christian Reformed Church Of Calgary,EMMMANUELCRC| CRC,2025-10-21 10:47:22,1,
870968377RR0001,Environmental Health Foundation Of Canada,EHFC,2025-10-21 10:47:22,1,
860572916RR0001,Eucharistic Apostles Of Divine Mercy Canada Inc.,EADMCANADA,2025-10-21 10:47:22,1,
129748547RR0001,Etobicoke Historical Society,EHS,2025-10-21 10:47:22,1,
890566599RR0001,Etobicoke Muslim Community Organization,EMCO,2025-10-21 10:47:22,1,
118965029RR0001,Etobicoke Services For Seniors,ESS,2025-10-21 10:47:22,1,
877664821RR0001,Evangel Pentecostal Church,EVANGELDARTMOUNT,2025-10-21 10:47:22,1,
879879229RR0001,F A I R (Canada),FAIR,2025-10-21 10:47:22,1,FAIR Canada
837732551RR0001,Fondation Communautaire De Hearst Community Foundation,FCHCF,2025-10-21 10:47:22,1,
814950218RR0001,Feed The Need In Durham,FTND,2025-10-21 10:47:22,1,
136104775RR0001,"Evangelical Free Church Of Medicine Hat,",EFREEMH,2025-10-21 10:47:22,1,
107356719RR0001,Exeter Pentecostal Tabernacle,EPT| EPTCAN,2025-10-21 10:47:22,1,
895154946RR0001,Ever Green Environmental Corporation,GREENCAN,2025-10-21 10:47:22,1,Ever Green Recycling
854904836RR0001,Every Nation Ministries - Gta,GTA,2025-10-21 10:47:22,1,Every Nation GTA
862343332RR0001,Haldimand Pregnancy Care & Family Centre,HPCFC| HALDIMANDPCFC,2025-10-21 10:47:22,1,Haldimand Pregnancy Care & Family Centre
891444572RR0001,Durham Down's Syndrome Association,DDSA,2025-10-21 10:47:22,1,
118890037RR0001,Dutton Baptist Church,DISBC,2025-10-21 10:47:22,1,
118890177RR0001,Eagle Lake Community Church,EAGLELAKECC,2025-10-21 10:47:22,1,
118890458RR0001,East Christian Reformed Church,EASTCRC,2025-10-21 10:47:22,1,
130563166RR0001,East Metro Youth Services,EMYS,2025-10-21 10:47:22,1,
869910513RR0001,Eastside Movement For Business And Economic Renewal Society,EMBERS,2025-10-21 10:47:22,1,
891106403RR0001,Eco De La Pointe Aux Prairies,ECOPAP,2025-10-21 10:47:22,1,
107280034RR0001,Ecole Secondaire Saint-Joseph De Saint-Hyacinthe,ESSJ,2025-10-21 10:47:22,1,
130559941RR0001,Edmonton Chinese Bilingual Education Association,ECBEA,2025-10-21 10:47:22,1,
854261922RR0001,Dunnville Health Centre Volunteer Association,DHCVA,2025-10-21 10:47:22,1,
892875568RR0001,Dunnville Word Of Faith Fellowship,DWOFF,2025-10-21 10:47:22,1,
863455903RR0001,Durham West Arts Centre,DWAC,2025-10-21 10:47:22,1,
830771127RR0001,Charitus,ELFEC,2025-10-21 10:47:22,1,
118891167RR0001,East Nissouri Union Church,ENUC,2025-10-21 10:47:22,1,
889302006RR0001,Eyes Of Compassion Relief Organization,EYESOFCOMPASSION,2025-10-21 10:47:22,1,
118891308RR0001,East Scarborough Boys' And Girls' Club,ESBGC,2025-10-21 10:47:22,1,
896716719RR0001,Eastern Shore Ground Search And Rescue Team,ESGSAR,2025-10-21 10:47:22,1,Musquodoboit Harbour Ground Search and Rescue
863132775RR0001,Eating Disorders Of York Region,EDOYR,2025-10-21 10:47:22,1,
140595976RR0001,Ecole De Musique Du Bas St-Laurent Inc,EMBSL,2025-10-21 10:47:22,1,École de musique du Bas-Saint-Laurent
118894898RR0001,Eglise Amour Grace Adoration Du Pere Eternel (Agape) De Trois-Rivieres Inc.,EGLISEAGAPE,2025-10-21 10:47:22,1,
106727423RR0001,Eglise Amour Et Vie,AMOURVIE,2025-10-21 10:47:22,1,
130722556RR0001,Eglise Baptiste Évangélique De Repentigny,EGLISEREPENTIGNY,2025-10-21 10:47:22,1,
125731869RR0001,Eglise Evangelique Baptiste De Quebec,EEBQ,2025-10-21 10:47:22,1,Église Évangélique Baptiste de Pointe-aux-Trembles
892832189RR0001,Eglise Unie St-Pierre,STPIERREPINQUET,2025-10-21 10:47:22,1,Eglise Unie St-Pierre et Pinguet
889455671RR0001,Eglise Corenne Sarang De Montreal,SARANGCHURCH,2025-10-21 10:47:22,1,
134519107RR0001,Eglise De Jesus-Christ Pere-Fils-St-Esprit,CHURCHOFJESUSCHRIST,2025-10-21 10:47:22,1,
886393198RR0001,Eine Kleine Summer Music Society,EKSM,2025-10-21 10:47:22,1,
107287716RR0001,Eglise Unie St-Jean,WWWEGLISEUNIESAINTJEAN,2025-10-21 10:47:22,1,Eglise Unie Saint Jean
132033986RR0001,Elizabeth Fry Society Of Mainland Nova Scotia,EFRYMNS,2025-10-21 10:47:22,1,
894163773RR0001,Eglise Methodiste Libre De Montreal St-Henri,CARREFOURSTHENRI,2025-10-21 10:47:22,1,
892669565RR0001,Elgin County Railway Museum Inc,ECRM,2025-10-21 10:47:22,1,ECRM5700
140944661RR0001,Family Supports Institute Ontario,FSIO,2025-10-21 10:47:22,1,
107376279RR0001,Family Services Of Peel,FSPEEL,2025-10-21 10:47:22,1,
132363888RR0001,Falls View Church,FALLSVIEWBIC| BIC,2025-10-21 10:47:22,1,
118914035RR0001,Federation Quebecoise Des Centres Communautaires De Loisirs,FQCCL,2025-10-21 10:47:22,1,
898329297RR0001,Fernie & District Search And Rescue Society,FERNIESAR,2025-10-21 10:47:22,1,
106915325RR0001,First Avenue Christian Assembly,FIRSTAVE,2025-10-21 10:47:22,1,
887991172RR0001,Fin A La Faim...,FINALAFAIM,2025-10-21 10:47:22,1,
863963443RR0001,Creekside Community Church Of Pincher Creek,FIRSTBAPTISTPC,2025-10-21 10:47:22,1,Creekside Community Church
107384042RR0001,First Baptist Church,FBCWELLAND,2025-10-21 10:47:22,1,First Baptist Church in Welland
820216745RR0001,Floradale Mennonite Church Inc.,FLORAMC,2025-10-21 10:47:22,1,
101787554RR0001,Festival Transameriques,FTA,2025-10-21 10:47:22,1,
118917103RR0001,First Baptist Church,FBC,2025-10-21 10:47:22,1,
107384893RR0001,First Baptist Church (Regular),FIRSTBAPTISTKAMLOOPS,2025-10-21 10:47:22,1,First Baptist Church in Kamloops
138187463RR0001,Central Edmonton Alliance Church Of The Christian And Missionary Alliance In Canada,CEACHURCH,2025-10-21 10:47:22,1,
129914628RR0001,"Emmanuel Baptist Church (Chatham, Ontario)",EBCC,2025-10-21 10:47:22,1,
896147386RR0001,Émissaire,EMISSAIRE,2025-10-21 10:47:22,1,
118900661RR0001,Environmental Education Commission,EEC,2025-10-21 10:47:22,1,
895579373RR0001,Ensemble Vocal De Saint-Laurent,EVSL,2025-10-21 10:47:22,1,choeurevsl
118900836RR0001,Epilepsy Newfoundland And Labrador,ENL,2025-10-21 10:47:22,1,Epilepsy NL
890169998RR0001,Ethiopian Evangelical Church In Ottawa,EECOTTAWA,2025-10-21 10:47:22,1,
106930142RR0001,Estevan Public Library,ESTEVANLIBRARY,2025-10-21 10:47:22,1,
107353864RR0001,Evangelical Covenant Church Of Rainy River,RAINYRIVERECC| ECC,2025-10-21 10:47:22,1,
142432186RR0001,"Explorations, Un Projet De Mcgill Pour Les Etudiants Doues Et Talentueux Inc",EXPLORATIONSCAMP,2025-10-21 10:47:22,1,
131666448RR0001,English Language Tutoring For The Ottawa Community,ELTOC,2025-10-21 10:47:22,1,
129722062RR0001,Environmental Coalition Of Prince Edward Island Ltd,ECOPEI,2025-10-21 10:47:22,1,
890418593RR0001,Endowment Society Of The Calgary Registered Music Teachers,ARMTA,2025-10-21 10:47:22,1,Armta Calgary
889540738RR0001,Equipping Christian Workers Society,EQUIPINTERNATIONAL,2025-10-21 10:47:22,1,Equip
125498808RR0001,Espace Chaudiere-Appalaches,ESPACESANSVIOLENCE,2025-10-21 10:47:22,1,
107388175RR0001,First United Church,FIRSTUNITEDSC,2025-10-21 10:47:22,1,
118919067RR0001,First-St. Andrew's United Church,FSAUNITED,2025-10-21 10:47:22,1,
889356390RR0001,Fondation De La Bibliothèque De Rouyn-Noranda,BIBLRN,2025-10-21 10:47:22,1,
885258012RR0001,Fondation De L'association Quebecoise Des Laryngectomises,FQLAR,2025-10-21 10:47:22,1,
881372726RR0001,Fondation Communautaire Gaspésie-Les Iles,FONDATIONCGI,2025-10-21 10:47:22,1,
864768320RR0001,Fondation Pour Les Élèves De Montréal,CSDM,2025-10-21 10:47:22,1,Fondation pour les élèves de Montréal
815514229RR0001,Friends Of St.Marys Public Library,FOL,2025-10-21 10:47:22,1,
820163152RR0001,Fresh Start Dane Rescue Nb Inc.,FRESHSTARTDANERESERVE,2025-10-21 10:47:22,1,
850792326RR0001,Fondation Monique Fitz-Back Pour L'Éducation Au Développement Durable,FONDATIONMF| MF,2025-10-21 10:47:22,1,
140687856RR0001,Faith Miracle Temple Of Toronto Inc. And Faith Missionary Ministries Intl.,FMTTORONTO,2025-10-21 10:47:22,1,
849664693RR0001,Fondation Sylvie Et Simon Blais,FSSB,2025-10-21 10:47:22,1,
855159083RR0001,Nova Village Nova Scotia Family Support Service Hub Society,FRCNS,2025-10-21 10:47:22,1,Fairview Resource Centre
107372484RR0001,Faith Baptist Church,FAITHBAPTISTSYDNEY,2025-10-21 10:47:22,1,"Faith Baptist Church in Sydney, NS"
118912450RR0001,Faith Tabernacle Of London,FTOL,2025-10-21 10:47:22,1,
832171326RR0001,Family Life Christian Centre,FLCC,2025-10-21 10:47:22,1,
101562841RR0001,Ecole Rudolf Steiner De Montreal Inc.,ERSM,2025-10-21 10:47:22,1,
118893833RR0001,Edmonton Hospital Workers' Child Care Society,EHWCCS,2025-10-21 10:47:22,1,
868686767RR0001,Femmes Du Monde À Côte-Des-Neiges,FEMMESDUMONDECDN,2025-10-21 10:47:22,1,
878936426RR0001,Edwin S. Richards Elementary School Parents Association,PAC,2025-10-21 10:47:22,1,Edwin S  Richards Elementary PAC
887264869RR0001,Edmonton Interfaith Centre For Education And Action Society,EDMINTERFAITHCENTRE,2025-10-21 10:47:22,1,
897373262RR0001,Edmonton School Of Ballet Society,ESB| ESBDANCE,2025-10-21 10:47:22,1,
132186347RR0001,Eglise Baptiste Chinoise De Montreal L'/Montreal Chinese Baptist Church,MCBC,2025-10-21 10:47:22,1,
861108371RR0001,Eglise Chretienne De La Nouvelle Alliance / New Covenant Christian Church,ECNA,2025-10-21 10:47:22,1,
131520298RR0001,Eglise Lutherienne Evangelique De La Trinite Lettone De Montreal,DRAUDZE,2025-10-21 10:47:22,1,
107286759RR0001,Oasis Église Rive-Sud / Oasis South Shore Church,EGLISEOASIS,2025-10-21 10:47:22,1,
894729169RR0001,Eglise Evangelique Baptiste De Baie-Comeau,EGLISEESPOIRBC,2025-10-21 10:47:22,1,
865474902RR0001,Elementary Teachers' Federation Of Ontario Humanity Fund,ETFO,2025-10-21 10:47:22,1,ETFO Humanity Fund
136202991RR0001,Emmanuel Baptist Church Of Windsor,EBC| EBCWINDSOR,2025-10-21 10:47:22,1,
107374258RR0001,Fall River Baptist Church,FRBAPTIST,2025-10-21 10:47:22,1,
892925967RR0001,Emily Carr University Of Art And Design Foundation,ECUAD,2025-10-21 10:47:22,1,
887341394RR0001,Federation D'art Dramatique Du Quebec/Quebec Drama Federation,QDF,2025-10-21 10:47:22,1,
891266744RR0001,Federation Of Nova Scotia Naturalists,NATURENS,2025-10-21 10:47:22,1,Nature Nova Scotia
894357961RR0001,Fasd Network Of Saskatchewan Inc.,SASKFASDNETWORK,2025-10-21 10:47:22,1,Fasd Network of Saskatchewan
863720850RR0001,Father Charles Meyers Council 7160 Charitable Welfare Trust,KOC7160,2025-10-21 10:47:22,1,
828662361RR0001,Fiducie De La Federation Des Femmes Du Quebec,FFQ,2025-10-21 10:47:22,1,
118914266RR0001,Fellowship Baptist Church,FELLOWSHIPEDMONTON,2025-10-21 10:47:22,1,
131201329RR0001,Fifth Avenue Memorial United Church,FAMUNITEDCHURCH| FAM,2025-10-21 10:47:22,1,
140648874RR0001,Ferme Pédagogique Marichel,FERMEMARICHEL,2025-10-21 10:47:22,1,
887717494RR0001,Fire Protection Commissioners For The District Of Cornwall,CDFD,2025-10-21 10:47:22,1,
107383721RR0001,First Alliance Church Of The Christian & Missionary Alliance,FACC,2025-10-21 10:47:22,1,
131157091RR0001,"First Baptist Church Of Nelson, British Columbia",FBCNELSON,2025-10-21 10:47:22,1,
118919547RR0001,Vancouver Fringe Theatre Society,VFTS,2025-10-21 10:47:22,1,The Vancouver Fringe Theatre Society| Vancouver Fringe
874034648RR0001,Fondation École Marcelle-Mallet,EMM,2025-10-21 10:47:22,1,
118918473RR0001,First Mennonite Church Of Winnipeg,FIRSTMEMMONITECHURCH,2025-10-21 10:47:22,1,
891324766RR0001,Finland House Society,FHS,2025-10-21 10:47:22,1,
126529437RR0001,Film & Video Arts Society Of Alberta,FAVA,2025-10-21 10:47:22,1,
878728914RR0001,First Baptist Church Ingersoll Inc.,FBCINGERSOLL,2025-10-21 10:47:22,1,
130649445RR0001,"First Church Of Christ, Scientist",CHRISTIANSCIENCEWINNIPEG,2025-10-21 10:47:22,1,"First Church of Christ, Scientist in Winnipeg, Manitoba"
118918267RR0001,First Free Methodist Church,FIRSTFMC,2025-10-21 10:47:22,1,"First Free Methodist Church in Moose Jaw, SK"
118897677RR0001,The Elks Recreation Children's Camp Society Of British Columbia,BCELKS,2025-10-21 10:47:22,1,
107297624RR0001,Elm Creek Stay And Play Centre Inc.,ECSTAYANDPLAY,2025-10-21 10:47:22,1,
139096135RR0001,Elspeth Heyworth Centre For Women (North York),EHCW,2025-10-21 10:47:22,1,
133165050RR0001,Emmanuel Congregational Church Of Ridgetown,ECCRIDGETOWN,2025-10-21 10:47:22,1,
107608176RR0001,English-Speaking Catholic Council Inc./Conseil Catholique De L'expression Anglaise Inc.,ESCC,2025-10-21 10:47:22,1,
107305146RR0001,Eprf Energy Probe Research Foundation,EPRESEARCHFOUNDATION,2025-10-21 10:47:22,1,
873185706RR0001,Equipe De Recherche Et Sauvetage La Grande-Ourse,ERSGO,2025-10-21 10:47:22,1,
107310864RR0001,Esquimalt Neighbourhood House Society,ENH,2025-10-21 10:47:22,1,
136745833RR0001,Esmeralda Enrique Spanish Dance Theatre,EESDT,2025-10-21 10:47:22,1,Esmeralda Enrique Spanish Dance Company
871351342RR0001,Evangel Pentecostal Church,EVANGELPC,2025-10-21 10:47:22,1,
107354912RR0001,Healing Place,EVANGECOMMUNITY,2025-10-21 10:47:22,1,
107356818RR0001,Expanding Youth Ministries,EYMI,2025-10-21 10:47:22,1,Expanding Youth Ministries International
108081597RR0001,"The Evangelical Alliance Mission Of Canada, Inc.",TEAMCANADA| TEAM,2025-10-21 10:47:22,1,
785852914RR0001,Love For Lewiston Foundation,LFL,2025-10-31 13:55:07,1,
797809894RR0001,Orchestre Philharmonique De La Relève Du Québec,OPRQ,2025-10-31 13:55:07,1,
797997749RR0001,Sustainable Energy And Agriculture Association Of Alberta,SEAAA,2025-10-31 13:55:07,1,
798597688RR0002,Heavenly Worship Centre International (Society),HWC,2025-10-31 14:00:09,1,
799328109RR0001,The Redeemed Christian Church Of God - Giants Cathedral,RCCG,2025-10-31 14:00:09,1,
799993555RR0001,The Institute For Self-In-Relationship Psychotherapy,OIORT,2025-10-31 13:32:56,1,
800576001RR0001,Fred North Charitable Foundation,FREDNORTHCHARITY,2025-10-31 13:55:07,1,
800701112RR0001,Living Water Christian Church Of Ottawa,LWCCO,2025-10-31 13:55:07,1,Living Water Church
788657468RR0001,The Redeemed Christian Church Of God Salvation Arena Inc.,RCCG,2025-10-31 13:55:07,1,RCCG Salvation Arena
800804676RR0001,Vhl Canada,VHLCAN,2025-10-31 13:55:07,1,
800868820RR0001,Church Of Our Lord,OURLORD,2025-10-31 13:38:23,1,
801028002RR0001,Health And Education Now! / Santé Et Éducation Maintenant!,NOW,2025-10-31 13:55:07,1,
790514731RR0001,The Redeemed Christian Church Of God - Restoration Court,RCCG,2025-10-31 13:57:57,1,RCCG Restoration Court
801325168RR0001,Mahamevnawa Buddhist Monastery Edmonton Ltd.,MAHAMEVNAWAEDMONTON,2025-10-31 13:55:07,1,
801733015RR0001,Avenue Vineyard Christian Fellowship,VCCCALGARY| VCC,2025-10-31 13:55:07,1,
801884420RR0001,Galileo (Orchestre Symphonique De La Vallée-Du-Haut-Saint-Laurent),OSVHSL,2025-10-31 13:55:07,1,
802245076RR0001,Justin Slade Youth Foundation,JSFY,2025-10-31 13:39:10,1,
802312967RR0001,Calvary Chapel London,CALVARYLONDON,2025-10-31 13:55:07,1,
802580894RR0001,Youth With A Mission Society (Medicine Hat),YWAM,2025-10-31 13:55:07,1,
802815787RR0001,Canadian Dental Relief International,CDRI,2025-10-31 13:55:07,1,
802946699RR0001,Quilts Of Valour - Canada Society,QUILTSOFVALOUR,2025-10-31 13:32:56,1,
803249770RR0001,St. Albert Sturgeon Hospice Association,SASHA,2025-10-31 13:55:07,1,
803481639RR0001,First Robotics Society,FRCWEST,2025-10-31 13:55:07,1,
803638824RR0001,Toronto Partnership Minyan,TPM,2025-10-31 13:39:10,1,
803861988RR0001,No Time For That Anti-Bullying Society,NTFT,2025-10-31 13:55:07,1,
795968890RR0001,Harvest House Tobique Inc.,HHT,2025-10-31 13:55:07,1,
804468346RR0001,Western Purple Martin Foundation,SAVEOURMARTINS,2025-10-31 13:55:07,1,
804791184RR0001,Association Québécoise De La Maladie De Lyme,AQML,2025-10-31 13:55:07,1,
804964500RR0001,World Bicycle Relief Canada,WBR,2025-10-31 13:55:07,1,
797462884RR0001,Project Learning Tree Canada / Apprendre Par Les Arbres Canada,PLT,2025-10-31 13:55:07,1,PLT Canada
797779709RR0001,Kehillat Mayim Chaim,KMC,2025-10-31 14:00:09,1,KMC Toronto
805344124RR0003,Annunciation Of The Blessed Virgin Mary,ABVM,2025-10-31 14:00:09,1,Annunciation of the Blessed Virgin Mary Parish
798460408RR0001,Kitchener Waterloo Legacy Foundation,KW,2025-10-31 13:55:07,1,kwlegacy
798545109RR0001,The Circle Of Ma Community Development Society,MA,2025-10-31 13:55:07,1,
805581790RR0001,One Love Outreach Guyana,ONELOVEOUTREACHGY,2025-10-31 13:55:07,1,One Love Outreach Centre
805783651RR0001,Cornerstone Church Of Stonewall Inc.,LIFEATCORNERSTONE,2025-10-31 13:55:07,1,
800596272RR0001,Logos Global Missions Church Of Calgary,LGM,2025-10-31 13:55:07,1,LGM Church of Calgary
800861932RR0001,Compassionate Aid Network International Society,CANIS| CANISOCIETY,2025-10-31 13:55:07,1,
800986267RR0001,Economic Development Solutions International,IEDC,2025-10-31 13:55:07,1,ED-SI
801026204RR0001,Canadian Committee On Labour History,CCLH,2025-10-31 13:55:07,1,
806378659RR0001,Diamond Blackfan Anemia Canada,DBACANADA| DBA,2025-10-31 13:55:07,1,
806470746RR0001,Association Pour La Protection Du Boise Sainte-Dorothee,APBSD,2025-10-31 13:38:23,1,
801314816RR0001,Merritt And District Hospice Society,MERRITTHOSPICE,2025-10-31 13:55:07,1,
801333493RR0001,Adolphustown-Fredericksburgh Heritage Society,SFREDHERITAGE,2025-10-31 13:55:07,1,
806518437RR0001,Social Diversity For Children Foundation,SDC,2025-10-31 13:55:07,1,
801645706RR0001,Breakthrough Missions Canada,BTMCAN,2025-10-31 13:55:07,1,
806860789RR0001,Puertas Abiertas International Christian Ministries,PUERTASABIERTASICM| ICM,2025-10-31 13:55:07,1,
807121488RR0001,Weyburn Public Library Branch,WEYBURNLIBRARY,2025-10-31 13:55:07,1,
801965260RR0001,Cambodian Legal Education For Women,CLEW,2025-10-31 13:55:07,1,
802439513RR0001,Fondation Voix Angélique,FOVA,2025-10-31 13:55:07,1,FOVA International
802500942RR0001,Maison De L'architecture Du Québec - Monopoli,MAQ,2025-10-31 13:28:02,1,
802579854RR0001,Regroupement Pour La Pérennité De L'ile Verte,NOTREILEVERTE,2025-10-31 13:55:07,1,
807748934RR0001,Le Réseau Québécois En Innovation Sociale,RQIS,2025-10-31 13:55:07,1,
802930172RR0001,Vietnamese Baptist Church Mississauga,VBCM,2025-10-31 13:55:07,1,
807873047RR0001,David Spencer Endowment Encouragement Fund (2013),DSEEF,2025-10-31 13:55:07,1,
808284442RR0001,The Toronto Local Charity Foundation,TLC| THELOCALCHARITY,2025-10-31 13:55:07,1,
808393359RR0001,The Farmlands Trust (Greater Victoria) Society,FLT,2025-10-31 13:55:07,1,FLT Society
808430870RR0001,Light Of The World Ministries,LOWM,2025-10-31 13:28:02,1,
803182773RR0001,The Penticton Church Of The Nazarene,NAZPEN,2025-10-31 13:55:07,1,
808610042RR0001,Oksana's Harvest Limited,UKRAINEORPHANOUTREACH,2025-10-31 13:55:07,1,
808637854RR0001,Harriston Historical Society,HHS,2025-10-31 13:55:07,1,
803378850RR0001,Charismatic Renewal Ministries Inc.,CRM,2025-10-31 13:55:07,1,
808874549RR0001,Internet For Humanity Society,INTERNETFORHUMANITY,2025-10-31 13:32:56,1,Internet for Humanity
808945893RR0001,North Langley Community Church,NLCC,2025-10-31 13:32:56,1,
809318066RR0001,Institut Sur La Gouvernance D'organisations Privées Et Publiques/ The Institute For The Governance Of Private And Public Organisations.,IGOPP,2025-10-31 13:55:07,1,
809451008RR0001,Near North Enviro-Education Centre,NNEEC,2025-10-31 13:55:07,1,
803675446RR0001,Trails For Creston Valley Society,CRESTONVALLEYTRAILS,2025-10-31 13:55:07,1,
809488448RR0001,Green Teams Of Canada,GTC,2025-10-31 13:55:07,1,
809642697RR0001,Communauté Chrétienne De L'Étoile Du Matin / The Christian Community Of The Morning Star,CCEM,2025-10-31 13:38:23,1,The Canadian Christian Education Movement
804059806RR0001,Russian Orthodox Christ The Saviour Cathedral,CHRISTTHESAVIOURSOBOR,2025-10-31 13:55:07,1,
810192724RR0001,London River Of Life Christian Church Of Canada,LROLCC,2025-10-31 13:55:07,1,
810362061RR0001,Cherish Integrated Services,CHERISHIS,2025-10-31 13:55:07,1,
804219343RR0001,The Sackville Community Band Society,SACKVILLEBAND,2025-10-31 13:39:10,1,
810614743RR0001,Anjuman-E-Fakhri (Mississauga),MISSISSAUGAJAMAAT,2025-10-31 13:38:23,1,
107357352RR0001,Externat St-Jean Eudes,SJE,2025-10-21 10:47:22,1,Externat Saint-Jean-Eudes| Saint-Jean-Eudes
892610445RR0001,Ewart Angus Homes Incorporated,CEDARHURSTHOME,2025-10-21 10:47:22,1,
864934617RR0001,Environmental Education Ontario Inc.,EEON,2025-10-21 10:47:22,1,
830236949RR0001,First Unitarian Fellowship Of Nanaimo,UFON,2025-10-21 10:47:22,1,
140913211RR0001,Fondation Pour La Sauvegarde De La Truite Mouchetée,FSTM,2025-10-21 10:47:22,1,
889704367RR0001,Fondation De La Polyvalente Deux-Montagnes,PDM,2025-10-21 10:47:22,1,
118921717RR0001,Fondation De L'hôtel-Dieu De Montmagny,FONDATIONHOTELDIEUMONTMAGNY,2025-10-21 10:47:22,1,
118921816RR0001,Fondation De L'université Du Québec En Outaouais,UQO,2025-10-21 10:47:22,1,
118921592RR0001,Hawkesbury And District General Hospital Foundation/Fondation De L'hôpital Général De Hawkesbury Et District,HGH,2025-10-21 10:47:22,1,
118921824RR0001,Fondation De L'université Du Québec En Abitibi-Témiscamingue Inc.,FUQAT,2025-10-21 10:47:22,1,
118921493RR0001,Fondation De L'hôpital Chinois De Montréal (1972),MCH,2025-10-21 10:47:22,1,MCH Foundation
852974435RR0001,Fondation Des Samares,CSSAMARES,2025-10-21 10:47:22,1,
888729050RR0001,Fondation Des Services D'emploi Pour Les Jeunes/Youth Employment Services Foundation,YES| YESMONTREAL,2025-10-21 10:47:22,1,
876985672RR0001,Fondation Du Musee Des Maitres Et Artisans Du Quebec,MUMAQ| MMAQ,2025-10-21 10:47:22,1,Musée des métiers d'art du Québec
880835434RR0001,Ethiopian Evangelical Church Of Edmonton,EECED,2025-10-21 10:47:22,1,
894242213RR0001,Fondation I Musici De Montreal,IMUSICI,2025-10-21 10:47:22,1,I Musici Foundation
885294009RR0001,Evergreen Christian Ministries,EVERGREENCM,2025-10-21 10:47:22,1,
853486413RR0001,Fiducie De Recherche Sur La Forêt Des Cantons-De-L'est/ Eastern Townships Forest Research Trust,FRFCE,2025-10-21 10:47:22,1,
108081662RR0001,Evangelical Lutheran Church Of The Cross,CROSSLUTHERANWINNIPEG,2025-10-21 10:47:22,1,
107396020RR0001,Fort St. John Women's Resource Society,FSJWRS,2025-10-21 10:47:22,1,
891016545RR0001,Fabiano Of Christ Benevolent Society,FOCBS,2025-10-21 10:47:22,1,
108034802RR0001,Fabrique Of The Parish Of St. Patrick,STPATRICKSMTL,2025-10-21 10:47:22,1,St  Patrick's Parish| St  Patrick's Basilica
140388281RR0001,F A M E Canada Inc.,FAME,2025-10-21 10:47:22,1,FAME Canada Inc
826861163RR0001,Fondation Des Offices Jeunesse Internationaux Du Québec,LOJIQ,2025-10-21 10:47:22,1,Fondation LOJIQ
141676346RR0001,F A I R E (Familles D'appui Et Intervention Pour Un Reseau D'entraide),FAIRE,2025-10-21 10:47:22,1,Ressource FAIRE
132984907RR0001,Fabrique De La Paroisse Sainte-Marguerite-Bourgeoys,PAROISSESMB| SMB,2025-10-21 10:47:22,1,
873771927RR0001,Fondation Des Scouts Du District D'ottawa,SCOUTOTTAWA,2025-10-21 10:47:22,1,
866892094RR0001,Fondation Droit Au Talent,FDAT,2025-10-21 10:47:22,1,
885134221RR0001,Fondation Docteur Benoit Deshaies,FONDATIONDRDESHAIES,2025-10-21 10:47:22,1,
